CRM ID,CRM Group,CRM Type,Matrix,Mineralisation Style,Analysis Method,Element,Unit,Certified Value,Sort Grade,1SD,95% CI Low,95% CI High,Status
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Europium, Eu",ppm,0.6,0.60377,0.09,0.49,0.72,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Iron, Fe",wt.%,3.28,32830,0.106,3.24,3.33,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Gallium, Ga",ppm,8.09,8.08501,1.34,7.39,8.78,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Hafnium, Hf",ppm,0.1,0.0997061,0.005,0.097,0.103,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Mercury, Hg",ppm,1,0.99,IND,IND,IND,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Indium, In",ppm,0.07,0.0696857,0.006,0.064,0.075,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Potassium, K",wt.%,0.404,4043.89,0.027,0.392,0.417,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Lanthanum, La",ppm,7.34,7.33555,0.552,7.04,7.63,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Lithium, Li",ppm,6.07,6.07,1.04,5.33,6.81,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Lutetium, Lu",ppm,0.12,0.122312,0.006,0.12,0.13,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Magnesium, Mg",wt.%,1.42,14151.4,0.053,1.39,1.44,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Manganese, Mn",wt.%,0.028,276,0.001,0.027,0.028,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Molybdenum, Mo",ppm,54,53.5444,2.7,52,55,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Sodium, Na",wt.%,0.176,1762.07,0.009,0.172,0.18,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Neodymium, Nd",ppm,9.36,9.36377,0.465,8.85,9.87,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Nickel, Ni",ppm,14.2,14.1712,0.79,13.8,14.5,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Phosphorus, P",wt.%,0.052,516.162,0.002,0.051,0.052,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Lead, Pb",ppm,41.4,41.4289,1.59,40.7,42.2,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Rubidium, Rb",ppm,20.4,20.4224,1.28,19.1,21.7,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Rhenium, Re",ppm,0.17,0.170954,0.02,0.14,0.2,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Sulphur, S",wt.%,0.723,7228.38,0.031,0.708,0.737,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Antimony, Sb",ppm,0.68,0.684663,0.11,0.61,0.76,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Scandium, Sc",ppm,8.84,8.83752,0.68,8.51,9.16,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Selenium, Se",ppm,3.06,3.05767,0.38,2.87,3.25,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Samarium, Sm",ppm,2.23,2.2282,0.1,2.13,2.32,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Tin, Sn",ppm,1.25,1.25481,0.17,1.09,1.42,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Strontium, Sr",ppm,38.5,38.5447,2.33,37.5,39.6,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Tantalum, Ta",ppm,0.1,0.099,IND,IND,IND,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Terbium, Tb",ppm,0.36,0.355261,0.021,0.33,0.38,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Tellurium, Te",ppm,0.085,0.085483,0.012,0.077,0.094,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Thorium, Th",ppm,2.44,2.43755,0.151,2.33,2.54,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Titanium, Ti",wt.%,0.075,748.532,0.007,0.071,0.078,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Thallium, Tl",ppm,0.12,0.12203,0.02,0.11,0.13,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Thulium, Tm",ppm,0.14,0.13872,0.013,0.12,0.16,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Uranium, U",ppm,0.6,0.595017,0.034,0.57,0.62,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Vanadium, V",ppm,140,139.521,5,137,142,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Tungsten, W",ppm,1,0.99,IND,IND,IND,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Yttrium, Y",ppm,10.4,10.3821,0.5,10.1,10.7,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Ytterbium, Yb",ppm,0.93,0.927075,0.054,0.88,0.98,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Zinc, Zn",ppm,238,238.307,9,235,242,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Zirconium, Zr",ppm,3.17,3.1696,0.42,2.86,3.48,Current
OREAS 152a,"Cu ore, Au <1 ppm, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Copper, Cu",wt.%,0.385,3850,0.009,0.379,0.391,Current
OREAS 152a,"Cu ore, Au <1 ppm, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,Pb Fire Assay,"Gold, Au",ppb,116,0.116,5,114,118,Current
OREAS 152a,"Cu ore, Au <1 ppm, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Molybdenum, Mo",ppm,80,80,5,77,82,Current
OREAS 152a,"Cu ore, Au <1 ppm, Au-Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Sulphur, S",wt.%,0.921,9210,0.046,0.9,0.941,Current
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Pb Fire Assay,"Gold, Au",ppb,134,0.134442,5,132,136,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Copper, Cu",wt.%,0.375,3752.75,0.008,0.372,0.379,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Cyanide Leach,"Copper soluble (cyanidation), Cu-Sol(CN)",wt.%,0.06,595.811,0.003,0.058,0.061,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Silver, Ag",ppm,0.861,0.860905,0.096,0.821,0.9,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Aluminium, Al",wt.%,8.02,80172.8,0.331,7.86,8.18,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Arsenic, As",ppm,37.7,37.7163,3.73,35.9,39.5,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Barium, Ba",ppm,101,100.985,3,100,102,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Beryllium, Be",ppm,0.52,0.519157,0.05,0.49,0.55,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Bismuth, Bi",ppm,1.3,1.30341,0.113,1.22,1.38,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Calcium, Ca",wt.%,1.97,19695.3,0.08,1.93,2.01,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Cadmium, Cd",ppm,0.23,0.227949,0.03,0.2,0.25,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Cerium, Ce",ppm,12.9,12.9381,2.5,10.8,15.1,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Cobalt, Co",ppm,12.5,12.5258,1.5,11.8,13.2,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Chromium, Cr",ppm,18.7,18.6598,1.58,17.8,19.5,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Caesium, Cs",ppm,0.41,0.41003,0.037,0.39,0.43,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Dysprosium, Dy",ppm,2.29,2.2936,0.157,2.2,2.39,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Erbium, Er",ppm,1.29,1.29457,0.127,1.14,1.45,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Europium, Eu",ppm,0.7,0.697593,0.049,0.64,0.75,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Iron, Fe",wt.%,3.73,37299.3,0.157,3.66,3.8,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Gallium, Ga",ppm,18.5,18.4914,1.42,17.7,19.3,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Gadolinium, Gd",ppm,2.35,2.3464,0.134,2.24,2.45,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Hafnium, Hf",ppm,0.5,0.495,IND,IND,IND,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Holmium, Ho",ppm,0.47,0.466337,0.07,0.38,0.55,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Indium, In",ppm,0.2,0.197609,0.012,0.19,0.2,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Potassium, K",wt.%,1.06,10568.4,0.057,1.03,1.08,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lanthanum, La",ppm,5.75,5.74994,0.96,5.12,6.38,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lithium, Li",ppm,5.77,5.765,0.359,5.6,5.93,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lutetium, Lu",ppm,0.16,0.162867,0.02,0.14,0.18,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Magnesium, Mg",wt.%,1.69,16907.6,0.079,1.66,1.72,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Manganese, Mn",wt.%,0.031,312.996,0.001,0.031,0.032,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Molybdenum, Mo",ppm,81,80.9102,3.4,79,83,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Sodium, Na",wt.%,2.34,23391.4,0.093,2.3,2.38,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Niobium, Nb",ppm,1.41,1.40561,0.2,1.25,1.56,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Neodymium, Nd",ppm,8.44,8.4404,0.711,7.55,9.33,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Nickel, Ni",ppm,11.3,11.2504,1.5,10.7,11.8,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Phosphorus, P",wt.%,0.055,549.668,0.004,0.053,0.057,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lead, Pb",ppm,11.7,11.7479,1.4,11.2,12.3,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Praseodymium, Pr",ppm,1.95,1.95097,0.135,1.82,2.08,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Rubidium, Rb",ppm,18.4,18.3604,0.9,17.6,19.1,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Rhenium, Re",ppm,0.18,0.178842,0.017,0.16,0.19,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Sulphur, S",wt.%,0.988,9881.73,0.028,0.977,1,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Antimony, Sb",ppm,1.14,1.13697,0.083,1.09,1.19,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Scandium, Sc",ppm,16.9,16.8544,1.15,16.3,17.4,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Selenium, Se",ppm,5.93,5.9318,0.8,5.26,6.61,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Samarium, Sm",ppm,2.16,2.1557,0.23,1.88,2.43,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tin, Sn",ppm,3.53,3.53414,0.39,3.32,3.75,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Strontium, Sr",ppm,163,163.489,7,160,167,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tantalum, Ta",ppm,0.5,0.495,IND,IND,IND,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Terbium, Tb",ppm,0.38,0.384883,0.029,0.36,0.41,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tellurium, Te",ppm,0.18,0.176475,0.03,0.15,0.2,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thorium, Th",ppm,0.49,0.488972,0.07,0.45,0.53,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Titanium, Ti",wt.%,0.284,2843,0.038,0.266,0.302,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thallium, Tl",ppm,0.14,0.13746,0.03,0.13,0.15,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thulium, Tm",ppm,0.19,0.1885,0.02,0.17,0.21,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Uranium, U",ppm,0.11,0.112192,0.02,0.1,0.12,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Vanadium, V",ppm,216,215.864,11,212,220,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tungsten, W",ppm,1.95,1.94546,0.38,1.68,2.21,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Yttrium, Y",ppm,11.8,11.7762,1.03,11.2,12.4,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Ytterbium, Yb",ppm,1.22,1.2242,0.18,1.05,1.4,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Zinc, Zn",ppm,105,105.375,5,103,108,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Silver, Ag",ppm,0.865,0.86528,0.067,0.836,0.894,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Aluminium, Al",wt.%,2.42,24200.5,0.103,2.37,2.47,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Arsenic, As",ppm,38.3,38.2679,1.98,37.6,39,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Gold, Au",ppb,133,0.133054,9,130,137,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Boron, B",ppm,10,9.9,IND,IND,IND,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Barium, Ba",ppm,23.4,23.4407,3.5,21.8,25.1,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Beryllium, Be",ppm,0.2,0.196867,0.012,0.19,0.21,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Bismuth, Bi",ppm,1.48,1.4829,0.22,1.31,1.66,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Calcium, Ca",wt.%,1.43,14324.2,0.056,1.41,1.46,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Cadmium, Cd",ppm,0.24,0.241659,0.04,0.21,0.27,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Cerium, Ce",ppm,10.1,10.1399,1.1,9.2,11.1,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Cobalt, Co",ppm,11.7,11.6917,0.8,11.4,12,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Chromium, Cr",ppm,16.3,16.3117,1.08,15.8,16.8,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Caesium, Cs",ppm,0.24,0.235895,0.04,0.2,0.27,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Copper, Cu",wt.%,0.377,3768.87,0.008,0.374,0.38,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Dysprosium, Dy",ppm,2.03,2.02593,0.32,1.61,2.45,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Europium, Eu",ppm,0.61,0.607367,0.11,0.46,0.76,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Iron, Fe",wt.%,3.53,35333.5,0.166,3.46,3.61,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Gallium, Ga",ppm,7.14,7.14094,0.539,6.81,7.47,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Mercury, Hg",ppm,1,0.99,IND,IND,IND,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Indium, In",ppm,0.19,0.188663,0.011,0.18,0.19,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Potassium, K",wt.%,0.32,3196.66,0.03,0.306,0.334,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Lanthanum, La",ppm,4.1,4.09677,0.303,3.94,4.25,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Lithium, Li",ppm,3.17,3.17215,0.42,2.82,3.52,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Lutetium, Lu",ppm,0.1,0.104939,0.02,0.09,0.12,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Magnesium, Mg",wt.%,1.51,15128.4,0.062,1.49,1.54,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Manganese, Mn",wt.%,0.027,270.699,0.002,0.026,0.028,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Molybdenum, Mo",ppm,78,78.1174,4.8,76,80,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Sodium, Na",wt.%,0.157,1568.66,0.009,0.153,0.161,Archived
OREAS 152b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Neodymium, Nd",ppm,6.94,6.94393,0.489,6.34,7.55,Archived
